Address3,County (name),EstablishmentName,Gender (name),LA (name),Locality,Postcode,StatutoryHighAge,StatutoryLowAge,Street,Town,TypeOfEstablishment (name),Easting,Northing,lat,lng
,,Courtland School,Mixed,Barnet,Mill Hill,NW7 3BG,11,4,Courtland Avenue,London,Community School,521053,193499,51.62729464068987,-0.2525361710312455
,Hertfordshire,Cromer Road Primary School,Mixed,Barnet,New Barnet,EN5 5HT,11,5,Cromer Road,Barnet,Community School,526107,196508,51.65322662879879,-0.17847693941112386
,,Deansbrook Junior School,Mixed,Barnet,Mill Hill,NW7 3ED,11,7,Hale Drive,London,Community School,520522,191904,51.61307405252518,-0.2607518253398736
,,Deansbrook Infant School,Mixed,Barnet,Mill Hill,NW7 3ED,7,3,Hale Drive,London,Community School,520522,191904,51.61307405252518,-0.2607518253398736
,,Dollis Infant School,Mixed,Barnet,Mill Hill,NW7 2BU,7,3,Pursley Road,London,Community School,523053,191451,51.6084559072882,-0.22437561381909188
,,Edgware Junior School,Mixed,Barnet,,HA8 9AB,11,7,Heming Road,Edgware,Community School,519523,191548,51.610087398611164,-0.27529401009749227
,,Edgware Infant School,Mixed,Barnet,,HA8 7EQ,7,3,High Street,Edgware,Community School,519378,191512,51.60979459384673,-0.2773992507437623
,,Fairway Primary School and Children's Centre,Mixed,Barnet,Mill Hill,NW7 3HS,11,3,The Fairway,London,Community School,520747,193496,51.627333369564376,-0.2569557644921901
,Hertfordshire,Foulds School,Mixed,Barnet,,EN5 4NR,11,5,Byng Road,Barnet,Community School,523906,196826,51.65657345272658,-0.21016346397290683
,,Frith Manor Primary School,Mixed,Barnet,Woodside Park,N12 7BN,11,3,Lullington Garth,London,Community School,524584,192216,51.6149944804741,-0.20200648258956322
,,Garden Suburb Junior School,Mixed,Barnet,,NW11 6XU,11,7,Childs Way,London,Community School,524978,188877,51.58490011626713,-0.1975074921205552
,,Garden Suburb Infant School,Mixed,Barnet,Hampstead Garden Suburb,NW11 6XU,7,5,Childs Way,London,Community School,524978,188877,51.58490011626713,-0.1975074921205552
,,Goldbeaters Primary School,Mixed,Barnet,,HA8 0HA,11,3,Thirleby Road,Edgware,Community School,520791,190910,51.60408324117662,-0.25721087894857153
,,Hollickwood Primary School,Mixed,Barnet,Muswell Hill,N10 2NL,11,3,Sydney Road,London,Foundation School,528626,191205,51.60500078884021,-0.14403065552317718
,,Holly Park Primary School,Mixed,Barnet,Friern Barnet,N11 3HG,11,3,Bellevue Road,London,Community School,528107,192524,51.61697233157479,-0.15103919131723542
,Hertfordshire,Livingstone Primary and Nursery School,Mixed,Barnet,New Barnet,EN4 9BU,11,3,Baring Road,Barnet,Community School,526921,196783,51.65551491736789,-0.1666171198471272
,,Manorside Primary School,Mixed,Barnet,Finchley,N3 2AB,11,3,Squires Lane,London,Community School,526076,190672,51.600787032444536,-0.18102373479365855
,,Monkfrith Primary School,Mixed,Barnet,,N14 5NG,11,5,Knoll Drive,London,Community School,528377,194732,51.63675319665248,-0.14633297300424597
,,Moss Hall Junior School,Mixed,Barnet,Finchley,N3 1NR,11,7,Nether Street,London,Community School,525719,191679,51.60991646408274,-0.18581482944381034
,,Moss Hall Infant School,Mixed,Barnet,Finchley,N12 8PE,7,5,Moss Hall Grove,London,Community School,525719,191679,51.60991646408274,-0.18581482944381034
,,Northside Primary School,Mixed,Barnet,North Finchley,N12 8JP,11,3,2 Albert Street,London,Community School,526149,192370,51.61603021057282,-0.1793599058497359
,,Summerside Primary School,Mixed,Barnet,Finchley,N12 0QU,11,3,Crossway,London,Community School,526931,191657,51.60944706030931,-0.16832931118641986
,,Woodridge Primary School,Mixed,Barnet,North Finchley,N12 7HE,11,4,Southover,London,Community School,525135,193224,51.62393107609706,-0.19369293475153804
,,Tudor Primary School,Mixed,Barnet,Finchley,N3 2AG,11,3,Queen's Road,London,Community School,526318,190626,51.60031946443791,-0.17754805117635425
,Hertfordshire,Underhill Junior School,Mixed,Barnet,,EN5 2LZ,11,7,Mays Lane,Barnet,Community School,524264,195593,51.645413747465724,-0.20542852500299008
,Hertfordshire,Underhill Infant School,Mixed,Barnet,,EN5 2LZ,7,3,Mays Lane,Barnet,Community School,524264,195593,51.645413747465724,-0.20542852500299008
,Hertfordshire,Whitings Hill Primary School,Mixed,Barnet,,EN5 2QY,11,3,Whitings Road,Barnet,Community School,523382,195582,51.6455089401127,-0.21817304956710543
,,Chalgrove Primary School,Mixed,Barnet,Finchley,N3 3PL,11,4,Chalgrove Gardens,London,Community School,524324,189626,51.59177585632656,-0.20667698937715048
Hendon,,Sunnyfields Primary School,Mixed,Barnet,Mill Hill,NW4 4JH,11,3,Hatchcroft,London,Community School,522591,189509,51.591103798889804,-0.23172197598921182
,,Queenswell Infant & Nursery School,Mixed,Barnet,Whetstone,N20 0NQ,7,3,Sweets Way,London,Community School,526761,193616,51.62709025897049,-0.1700749586400655
,,Queenswell Junior School,Mixed,Barnet,Whetstone,N20 0NQ,11,7,Sweets Way,London,Community School,526761,193616,51.62709025897049,-0.1700749586400655
,Hertfordshire,Danegrove Primary School,Mixed,Barnet,East Barnet,EN4 8UD,11,5,Windsor Drive,Barnet,Community School,527502,195470,51.64358415889478,-0.1587010516644967
,,All Saints' CofE Primary School NW2,Mixed,Barnet,Childs Hill,NW2 2TH,11,4,Cricklewood Lane,London,Voluntary Aided School,524872,186340,51.56212381099298,-0.19993756099030136
,Hertfordshire,Christ Church Primary School,Mixed,Barnet,,EN5 4NS,11,3,Byng Road,Barnet,Voluntary Aided School,523772,197077,51.65885864608268,-0.21201081000606276
East Finchley,,Holy Trinity CofE Primary School,Mixed,Barnet,,N2 8GA,11,3,Eagans Close,London,Voluntary Aided School,526979,189621,51.59113930680493,-0.1683728695236676
,Hertfordshire,Monken Hadley CofE Primary School,Mixed,Barnet,Monken Hadley,EN4 0NJ,11,4,Camlet Way,Barnet,Voluntary Aided School,525232,197563,51.66290306864615,-0.19074088762331387
,,St John's CofE Junior Mixed and Infant School,Mixed,Barnet,Friern Barnet,N11 3LB,11,3,Crescent Road,London,Voluntary Aided School,527783,192497,51.616803275396954,-0.1557261824248154
,,St John's CofE Primary School,Mixed,Barnet,Whetstone,N20 0PL,11,3,Swan Lane,London,Voluntary Aided School,526280,193561,51.62670405026754,-0.1770399506837316
,,St Mary's CofE Primary School,Mixed,Barnet,Finchley,N3 1BT,11,3,Dollis Park,London,Voluntary Aided School,524746,190949,51.60357229145209,-0.20011835415619925
,Hertfordshire,"St Mary's CofE Primary School, East Barnet",Mixed,Barnet,East Barnet,EN4 8SR,11,4,Littlegrove,Barnet,Voluntary Aided School,527317,195180,51.641019920127306,-0.16147864089321784
,,St Paul's CofE Primary School N11,Mixed,Barnet,Friern Barnet,N11 1NQ,11,3,The Avenue,London,Voluntary Aided School,528581,192454,51.616235287956286,-0.14422238373426355
,Middlesex,St Paul's CofE Primary School NW7,Mixed,Barnet,Mill Hill,NW7 1QU,11,4,The Ridgeway,London,Voluntary Aided School,522534,192785,51.620557652555846,-0.23140068103145128
,,"St Andrew's CofE Voluntary Aided Primary School, Totteridge",Mixed,Barnet,Totteridge,N20 8NX,11,4,The Green,London,Voluntary Aided School,524931,193894,51.6299975247869,-0.19639955170284562
Cockfosters,Hertfordshire,Trent CofE Primary School,Mixed,Barnet,Off Chalk Lane,EN4 9JH,11,5,Church Way,Barnet,Voluntary Aided School,527895,196294,51.650899919581384,-0.15272353571635103
,,All Saints' CofE Primary School N20,Mixed,Barnet,Whetstone,N20 9EZ,11,3,116 Oakleigh Road North,London,Voluntary Aided School,526917,193833,51.62900523048517,-0.1677439074648855
,,The Annunciation RC Infant School,Mixed,Barnet,,HA8 0HQ,7,3,Thirleby Road,Edgware,Voluntary Aided School,520591,190759,51.602769005792354,-0.2601492317455115
,,Our Lady of Lourdes RC School,Mixed,Barnet,Finchley,N12 0JP,11,3,Bow Lane,London,Voluntary Aided School,526420,190952,51.6032262781527,-0.17595873935649833
,,St Agnes RC School,Mixed,Barnet,Cricklewood,NW2 1RG,11,3,Thorverton Road,London,Voluntary Aided School,524125,186126,51.56036535151727,-0.21078383150182697
,Hertfordshire,St Catherine's RC School,Mixed,Barnet,,EN5 2ED,11,3,Vale Drive,Barnet,Voluntary Aided School,525067,195987,51.648776663868524,-0.19368843967535174
,,St Vincent's Catholic Primary School,Mixed,Barnet,Mill Hill,NW7 1EJ,11,5,The Ridgeway,London,Voluntary Aided School,523095,192498,51.6178560863823,-0.2234020548263256
,,St Theresa's RC School,Mixed,Barnet,Finchley,N3 2TD,11,4,East End Road,London,Voluntary Aided School,525580,189989,51.59475975467775,-0.1884256683048781
,,St Joseph's RC Infant School,Mixed,Barnet,Hendon,NW4 4TY,7,3,Watford Way,London,Voluntary Aided School,522624,189086,51.587295106472396,-0.231393491160135
,,St Joseph's RC Junior School,Mixed,Barnet,Hendon,NW4 4TY,11,7,Watford Way,London,Voluntary Aided School,522624,189086,51.587295106472396,-0.231393491160135
,,Sacred Heart Roman Catholic Primary School,Mixed,Barnet,Whetstone,N20 9JU,11,5,2 Oakleigh Park South,London,Voluntary Aided School,527228,193996,51.63039987455357,-0.16319403701219937
,,Blessed Dominic RC School,Mixed,Barnet,Grahame Park,NW9 5FN,11,3,Lanacre Avenue,London,Voluntary Aided School,521569,190463,51.59989874768663,-0.24613732722115467
,,Rosh Pinah Primary School,Mixed,Barnet,,HA8 8TE,11,3,Glengall Road,Edgware,Voluntary Aided School,519803,193439,51.62702270556295,-0.27060645513648407
Golders Green,,Menorah Primary School,Mixed,Barnet,1-3 the Drive,NW11 9SP,11,3,The Wohl Campus,London,Voluntary Aided School,524350,187703,51.574488261730366,-0.20698226747492485
,,The Annunciation RC Junior School,Mixed,Barnet,Burnt Oak,HA8 9HQ,11,7,The Meads,Edgware,Voluntary Aided School,520712,191769,51.611820117992764,-0.2580555754674302
,,Friern Barnet School,Mixed,Barnet,Friern Barnet,N11 3LS,16,11,Hemington Avenue,London,Community School,527853,192405,51.61596062502854,-0.15474922371783673
,,Dollis Junior School,Mixed,Barnet,Mill Hill,NW7 2BU,11,7,Pursley Road,London,Foundation School,523053,191451,51.6084559072882,-0.22437561381909188
,,Osidge Primary School,Mixed,Barnet,Southgate,N14 5HD,11,4,Chase Side,London,Foundation School,529173,194444,51.63398301046605,-0.13494347919278557
,,St Mary's CofE High School,Mixed,Barnet,Hendon,NW4 1AB,18,11,Downage,London,Voluntary Aided School,523162,189668,51.59240830843075,-0.22342782742483652
,,St Michael's Catholic Grammar School,Girls,Barnet,North Finchley,N12 7NJ,18,11,Nether Street,London,Voluntary Aided School,526058,192177,51.614316136285595,-0.18074289814980632
,,Finchley Catholic High School,Boys,Barnet,Finchley,N12 8TA,18,11,Woodside Lane,London,Voluntary Aided School,526022,193124,51.62283463838953,-0.18092228119647344
,,St James' Catholic High School,Mixed,Barnet,Colindale,NW9 5PE,18,11,Great Strand,London,Voluntary Aided School,521928,190571,51.60079181785132,-0.24091911415965037
,,Bishop Douglass School Finchley,Mixed,Barnet,East Finchley,N2 0SQ,18,11,Hamilton Road,London,Voluntary Aided School,526275,189926,51.59403836263922,-0.17842028516537942
,,Mill Hill School Foundation,Mixed,Barnet,Mill Hill Village,NW7 4ED,19,3,The Ridgeway,London,Other Independent School,522249,193073,51.623207833332806,-0.23541494629693485
,,Hendon Preparatory School,Mixed,Barnet,Hendon,NW4 1TD,13,2,20 Tenterden Grove,London,Other Independent School,523599,189538,51.59114438375213,-0.21716836653009655
,,King Alfred School,Mixed,Barnet,,NW11 7HY,18,5,149 North End Road,London,Other Independent School,525868,187188,51.569523449561515,-0.18527327097503737
,Hertfordshire,Lyonsdown School,Mixed,Barnet,New Barnet,EN5 1SA,11,3,3 Richmond Road,Barnet,Other Independent School,526012,195759,51.64651688050208,-0.18011903847528554
,,The Mount School,Girls,Barnet,Mill Hill,NW7 2RX,16,3,Milespit Hill,London,Other Independent School,522976,192225,51.6154286334654,-0.22521571019244718
,Hertfordshire,St Martha's Senior School,Girls,Barnet,Hadley,EN4 0NJ,19,11,Camlet Way,Barnet,Other Independent School,525341,197604,51.66324724441102,-0.18915108927762203
,,Annemount School,Mixed,Barnet,Hampstead Garden Suberb,N2 0QN,7,3,18 Holne Chase,London,Other Independent School,526496,188342,51.579753785164165,-0.17580183613839934
,,Mathilda Marks-Kennedy Jewish Primary School,Mixed,Barnet,Mill Hill,NW7 3RT,11,3,68 Hale Lane,London,Voluntary Aided School,520922,192197,51.6156215774604,-0.2548767418160018
,,Golders Hill School,Mixed,Barnet,Golders Green,NW11 7NT,6,2,666 Finchley Road,London,Other Independent School,525131,187721,51.57447736232479,-0.19571185269721297
,,Goodwyn School,Mixed,Barnet,Mill Hill,NW7 4DB,11,3,Hammers Lane,London,Other Independent School,522178,192419,51.61734573010357,-0.23666791119823152
,Middlesex,Holland House School,Mixed,Barnet,,HA8 8TP,10,5,1 Broadhurst Avenue,Edgware,Other Independent School,519587,192867,51.6219279407766,-0.27392054523145226
,,Kerem School,Mixed,Barnet,Hampstead Garden Suburb,N2 0RE,11,3,Norrice Lea,London,Other Independent School,526619,188839,51.58419261401381,-0.1738486304382337
,,St Martin's School,Mixed,Barnet,Mill Hill,NW7 3RG,11,3,22 Goodwyn Avenue,London,Other Independent School,521427,192238,51.61588143654796,-0.2475723796682795
,,Pardes House Grammar School,Boys,Barnet,Finchley,N3 1SA,16,10,Hendon Lane,London,Other Independent School,524942,190464,51.599170254701875,-0.19746233438568123
,,Kisharon Day School,Mixed,Barnet,,NW11 7HB,19,4,1011 Finchley Road,London,Other Independent Special School,524942,188200,51.57882396924229,-0.19826748660793303
,Middlesex,Menorah Grammar School,Boys,Barnet,,HA8 0QS,18,11,Abbots Road,Edgware,Other Independent School,520316,191325,51.60791451020814,-0.26392402195325126
,,Beth Jacob Grammar School for Girls,Girls,Barnet,Hendon,NW4 2AT,17,11,Stratford Road,London,Other Independent School,523564,189090,51.58712589042623,-0.21783091201033
,,The North London International School,Mixed,Barnet,,N11 3LX,18,2,6 Friern Barnet Lane,London,Other Independent School,527536,192170,51.61392061316695,-0.1594106743982467
Hendon,,Brampton College,Mixed,Barnet,Lodge Road,NW4 4DQ,19,15,Lodge House,London,Other Independent School,523260,189250,51.58863033214536,-0.22216050759989456
East Finchley,,Oak Lodge School,Mixed,Barnet,Mill Hill,N2 0QY,19,11,Heath View,London,Community Special School,526318,189421,51.58949041110069,-0.17798145891750713
,,Northway School,Mixed,Barnet,Mill Hill,NW7 3HS,11,3,The Fairway,London,Community Special School,520648,193478,51.62719281868206,-0.258391496311439
,,Oakleigh School & Acorn Assessment Centre,Mixed,Barnet,Whetstone,N20 0DH,11,2,Oakleigh Road North,London,Community Special School,527540,193376,51.62475758963055,-0.15891435046323188
,,Mapledown School,Mixed,Barnet,Cricklewood,NW2 1TR,19,11,Claremont Road,London,Community Special School,523487,187609,51.57383301855064,-0.2194620673719205
,Kent,Brampton Primary School,Mixed,Bexley,,DA7 4SL,11,5,Brampton Road,Bexleyheath,Community School,547941,176369,51.46695782816535,0.1284538430632186
,Kent,Crook Log Primary School,Mixed,Bexley,,DA6 8EQ,11,3,Crook Log,Bexleyheath,Community School,547838,175369,51.457999401968515,0.12655432209552525
,Kent,Danson Primary School,Mixed,Bexley,,DA16 2BH,11,3,Danson Lane,Welling,Community School,546456,175254,51.45732502745117,0.1066292162747016
,Kent,Eastcote Primary School,Mixed,Bexley,,DA16 2ST,11,3,Eastcote Road,Welling,Community School,544831,175927,51.46379006294519,0.08353200849818432
,Kent,East Wickham Junior School,Mixed,Bexley,,DA16 3BP,11,7,Wickham Street,Welling,Community School,546123,176548,51.46903820243439,0.10237402979662126
,Kent,Gravel Hill Primary School,Mixed,Bexley,,DA6 7QJ,11,3,Watling Street,Bexleyheath,Community School,549770,175013,51.454293231077926,0.1541912708888177
,Kent,Hillsgrove Primary School,Mixed,Bexley,,DA16 1DR,11,3,Sidmouth Road,Welling,Community School,547170,177188,51.474517714638345,0.11770310231246779
,Kent,Hook Lane Primary School,Mixed,Bexley,,DA16 2ET,11,3,Faraday Road,Welling,Community School,546168,175745,51.46181126812525,0.10268968775802986
,Kent,Pelham Primary School,Mixed,Bexley,,DA7 4HL,11,3,Pelham Road,Bexleyheath,Community School,549396,175545,51.459172093626655,0.14903707250651768
,Kent,Upton Primary School,Mixed,Bexley,,DA5 1HH,11,3,Iris Avenue,Bexley,Community School,548454,174428,51.44938316637846,0.13501964454182117
,Kent,Mayplace Primary School,Mixed,Bexley,,DA7 6EQ,11,3,Woodside Road,Barnehurst,Community School,550631,175326,51.4568773266355,0.16670691650597483
,Kent,Slade Green Junior School,Mixed,Bexley,,DA8 2HX,11,7,Slade Green Road,Erith,Community School,552330,177087,51.47224553643239,0.1919002437903769
,Kent,Bedonwell Junior School,Mixed,Bexley,,DA17 5PF,11,7,Bedonwell Road,Belvedere,Community School,548292,177759,51.479355550334674,0.13408610504776733
,Kent,Bedonwell Infant and Nursery School,Mixed,Bexley,,DA17 5PF,7,3,Bedonwell Road,Belvedere,Community School,548292,177759,51.479355550334674,0.13408610504776733
,Kent,Belmont Primary School,Mixed,Bexley,,DA8 1LE,11,3,Belmont Road,Erith,Community School,549142,177070,51.47294145884545,0.14602661377539766
,Kent,Lessness Heath Primary School,Mixed,Bexley,,DA17 6HB,11,3,Erith Road,Belvedere,Community School,549310,178211,51.483149262426146,0.14892558295081648
,Kent,Belvedere Junior School,Mixed,Bexley,,DA17 6AA,11,7,Mitchell Close,Belvedere,Community School,549861,179072,51.490739824867866,0.15721997688897008
,Kent,Birkbeck Primary School,Mixed,Bexley,,DA14 4ED,11,3,Alma Road,Sidcup,Community School,546481,172429,51.431934617522316,0.10582059792918708
